schema_version,dataset_fingerprint,assignment_id,reviewer_id,annotation_status,packet_order,evidence_id,display_order,candidate_id,formality_score,evidence_grounding_score,answerability_score,packet_skipped,skip_reason,notes,started_at,completed_at,active_seconds,question,options,correct,answer,video_1_user,video_1_source,video_2_user,video_2_source,evidence_reviewed,source_csv
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,12,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1::candidate_06,3,3,3,false,,,Sun Aug 09 2026 08:18:29 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 08:23:20 GMT-0400 (Eastern Daylight Time),293,"I was looking at the whiteboard in the room with the window, but the writing was a bit hard to make out from my angle. What is the first numbered item written on the board, right under the main heading?","[""Invitation to guests"",""Weekly schedule"",""Meeting agenda"",""Room assignment"",""Flower arrangement plan""]",A,Invitation to guests,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11593000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11593000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,12,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1::candidate_04,3,3,2,false,,,Sun Aug 09 2026 08:18:29 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 08:23:20 GMT-0400 (Eastern Daylight Time),293,"I was standing at the table arranging the flowers, but I couldn't see what was written on the whiteboard in the other room. What is the large title heading written at the top of that board?","[""EgoLife"",""Project Plan"",""Weekly Schedule"",""Meeting Agenda"",""Room Assignment""]",A,EgoLife,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11593000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11593000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,12,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1::candidate_02,2,2,2,false,,,Sun Aug 09 2026 08:18:29 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 08:23:20 GMT-0400 (Eastern Daylight Time),293,I'm looking at the whiteboard with the 'EgoLife' plan on it. What kind of colorful markers are lined up along the left edge of the board?,"[""Blue and pink heart-shaped markers"",""Red and yellow star-shaped markers"",""Green and orange square markers"",""Black and white round markers"",""Purple and blue triangular markers""]",A,Blue and pink heart-shaped markers,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11593000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11593000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,12,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_11593000_A4_A6_0-1::candidate_05,3,3,2,false,,,Sun Aug 09 2026 08:18:29 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 08:23:20 GMT-0400 (Eastern Daylight Time),293,"I was sitting at the table arranging flowers, but I couldn't read the large heading written at the very top of the whiteboard in the room with the window. What is that title word?","[""EgoLife"",""Project Plan"",""Weekly Schedule"",""Meeting Agenda"",""Room Assignment""]",A,EgoLife,Lucia,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY1/DAY1_A4_LUCIA_11593000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_11593000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_03,2,3,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,I was standing by the table with the checkered tablecloth and couldn't see who was sitting across from me. Which person was seated at the table wearing a black top?,"[""The person in the blue shirt holding a phone"",""The person in the white shirt standing near the whiteboard"",""The person in the green patterned top sitting to the right"",""The person sitting on the left side of the table"",""The person standing near the doorway""]",D,The person sitting on the left side of the table,Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_02,2,3,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,I was standing by the table with the checkered cloth adjusting my headgear and couldn't see who was sitting across from me. Who was the person sitting at the table wearing the black top?,"[""The person who was standing near the whiteboard"",""The person in the blue shirt holding a phone"",""The person in the green patterned top"",""The person sitting on the left side of the table"",""The person sitting on the right side of the table""]",D,The person sitting on the left side of the table,Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_01,2,3,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,"I was standing by the table adjusting my glasses and headgear, but I couldn't see what was happening right behind me. Was there anyone else standing in that doorway area near the whiteboard?","[""No, the area behind me was completely empty."",""Yes, a person in a blue t-shirt was standing there looking at a phone."",""Yes, a person in a light pink top was standing there near the whiteboard."",""Yes, a person in a black top was sitting at the table."",""Yes, a person in a green patterned top was sitting near the window.""]",C,"Yes, a person in a light pink top was standing there near the whiteboard.",Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_05,2,3,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,I remember the person in the white shirt standing up near the whiteboard with a microphone headset on. What was the person sitting at the checkered table wearing on their head?,"[""A pair of large black headphones"",""A blue baseball cap"",""A pair of sunglasses"",""A pink headband"",""Nothing on their head""]",A,A pair of large black headphones,Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_06,2,3,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,I noticed the person in the white shirt standing up by the whiteboard was wearing a headset with a microphone. What was the person sitting at the checkered table wearing on their head?,"[""A pair of large black over-ear headphones"",""A pair of blue-tinted sunglasses"",""A pink headband"",""A white baseball cap"",""Nothing on their head""]",A,A pair of large black over-ear headphones,Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,13,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12193000_A3_A5_0-1::candidate_04,2,1,2,false,,,Sun Aug 09 2026 08:23:22 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:12:43 GMT-0400 (Eastern Daylight Time),3009,I noticed the person in the white shirt standing near the whiteboard was holding a small black device with a cable attached. What exactly was that device?,"[""A pair of headphones"",""A wireless microphone"",""A digital camera"",""A smartphone"",""A smartwatch""]",B,A wireless microphone,Tasha,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY1/DAY1_A3_TASHA_12193000.mp4,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12193000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_06,3,2,3,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"I see the person in the blue shirt leaning over the table with the checkered cloth, but from my angle, I can't quite make out what is on their shirt. What kind of logo or design is visible on the front of the blue shirt?","[""a large white abstract graphic"",""a rectangular patch on the upper sleeve"",""a small white emblem on the chest"",""a horizontal white stripe across the chest"",""a vertical stripe down the side""]",C,a small white emblem on the chest,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_02,2,3,1,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"We were all gathered around the table with the red and white checkered tablecloth working on the wooden puzzle. I could see the person in the white shirt and the one in the peach top, but from my position, I couldn't see who was sitting on the side of the table near the black case and the notebook. Which person was sitting there?","[""The person wearing a blue t-shirt"",""The person wearing a black long-sleeve shirt"",""The person wearing a white shirt"",""The person wearing a peach-colored top"",""The person wearing a patterned blue dress""]",A,The person wearing a blue t-shirt,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_03,2,3,3,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"I noticed a pair of glasses sitting on the checkered tablecloth during our session, but I couldn't get a good look at them from my angle. What color were the frames of the glasses resting on the table?","[""black frames"",""blue frames"",""white frames"",""brown frames"",""red frames""]",A,black frames,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_04,3,3,1,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"I noticed the person in the blue shirt standing at the table during our session, but from my angle, I couldn't see the details on their clothing. What logo or text was visible on the front of their shirt?","[""the letters 'CCI'"",""a white star logo"",""the word 'TECH'"",""a circular emblem"",""no visible text or logo""]",A,the letters 'CCI',Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_01,2,3,1,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"We were all gathered around the checkered table playing that wooden puzzle game. I could see the person in the white shirt, the one in the peach top, and myself, but I couldn't see who was on the other side of the table near the black case. Which person was sitting there?","[""The person wearing a blue t-shirt"",""The person wearing a black long-sleeve shirt"",""The person wearing a white shirt"",""The person wearing a peach-colored top"",""The person wearing a patterned blue dress""]",A,The person wearing a blue t-shirt,Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,14,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_12383000_A5_A6_0-1::candidate_05,2,3,1,false,,,Sun Aug 09 2026 09:13:31 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:16:52 GMT-0400 (Eastern Daylight Time),203,"I remember the person in the blue shirt standing at the table during our activity, but from my angle, I couldn't clearly see the text on their shirt. What letters or logo was visible on the front of their shirt?","[""the letters 'CCI'"",""a white star logo"",""the word 'TECH'"",""a circular emblem"",""no visible text or logo""]",A,the letters 'CCI',Katrina,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A5_KATRINA/DAY1/DAY1_A5_KATRINA_12383000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_12383000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_05,3,3,3,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"I see the person with pink hair kneeling on the floor helping with the white frame assembly, but I can't see their upper body clearly. What kind of shirt are they wearing?","[""a white t-shirt with a graphic print"",""a black long-sleeved shirt"",""a blue denim jacket"",""a red striped sweater"",""a green polo shirt""]",A,a white t-shirt with a graphic print,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_03,3,3,3,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"I was looking at the person with pink hair assembling the white frame on the floor, but I couldn't tell exactly what kind of shirt they were wearing from my angle. What was printed on the front of their shirt?","[""A graphic of a cat"",""The word 'LAZY' in green letters"",""A solid blue stripe across the chest"",""A large cartoon character"",""A plain white logo""]",B,The word 'LAZY' in green letters,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_02,2,3,1,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"I was looking around the room and saw the white frame structure on the floor, but I couldn't see what was directly behind it. What was the black and white checkered board leaning against?","[""The wall with the projector screen"",""A white cabinet"",""A tall bookshelf"",""A wooden door"",""A large mirror""]",A,The wall with the projector screen,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,4,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_01,3,3,1,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"I was walking around the apartment and looking at the room where the whiteboard is, but I couldn't quite tell if anyone was still down there working on the big white frame. Did I leave anyone behind while I was moving?","[""Yes, the person with pink hair was still kneeling on the floor assembling the white frame"",""Yes, the person in the black shirt was still sitting at the table using their phone"",""No, everyone had left the room and the white frame was completely gone"",""Yes, the person with pink hair was standing up near the doorway by now"",""No, the person with pink hair had moved to the kitchen to help cook""]",A,"Yes, the person with pink hair was still kneeling on the floor assembling the white frame",Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,5,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_06,3,3,3,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"I see the person with pink hair kneeling on the floor working on the white frame assembly, but I can't get a clear view of their upper body from where I'm sitting. What kind of shirt are they wearing?","[""a white t-shirt with a graphic print"",""a black long-sleeved shirt"",""a blue denim jacket"",""a red striped sweater"",""a green polo shirt""]",A,a white t-shirt with a graphic print,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,15,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1,6,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13053000_A1_A6_0-1::candidate_04,2,1,2,false,,,Sun Aug 09 2026 09:16:53 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:19:33 GMT-0400 (Eastern Daylight Time),163,"While I was holding the long white frame piece, what tool was I using to tighten the screws?","[""a screwdriver"",""a wrench"",""a hammer"",""a pair of pliers"",""a drill""]",A,a screwdriver,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13053000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13053000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,16,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1,1,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1::candidate_02,1,3,1,false,,,Sun Aug 09 2026 09:19:37 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:25:49 GMT-0400 (Eastern Daylight Time),372,I was holding the long white wooden piece from the furniture box while we were assembling the frame. What did the person in the blue shirt do with the similar piece they picked up?,"[""They used it to help steady the frame while I was working."",""They walked around the room tapping it against the floor."",""They measured it against the wall near the whiteboard."",""They carried it out of the room through the doorway."",""They sat down and examined the connection points.""]",B,They walked around the room tapping it against the floor.,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13110000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13110000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,16,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1,2,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1::candidate_04,1,3,1,false,,,Sun Aug 09 2026 09:19:37 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:25:49 GMT-0400 (Eastern Daylight Time),372,I was helping assemble the white wooden frame on the floor near the table. What color shirt was the person standing nearby holding a piece of wood wearing?,"[""A light pink t-shirt"",""A white t-shirt"",""A blue t-shirt"",""A black t-shirt"",""A grey hoodie""]",C,A blue t-shirt,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13110000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13110000.mp4,true,day1_4_annotated_20
egolife_rlhf_packet_ranking_v2,fc8ae24487bab271f513,day1_4_full_day_98_packets,xl6775,completed,16,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1,3,EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY1_13110000_A1_A6_0-1::candidate_06,1,3,1,false,,,Sun Aug 09 2026 09:19:37 GMT-0400 (Eastern Daylight Time),Sun Aug 09 2026 09:25:49 GMT-0400 (Eastern Daylight Time),372,I was looking at the person in the blue shirt standing near the whiteboard. Which specific object were they holding in their hands?,"[""A black tripod"",""A white wooden dowel"",""A cardboard box"",""A white projector screen"",""A piece of furniture""]",B,A white wooden dowel,Jake,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY1/DAY1_A1_JAKE_13110000.mp4,Shure,https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY1/DAY1_A6_SHURE_13110000.mp4,true,day1_4_annotated_20
