"schema_version","dataset_fingerprint","assignment_id","reviewer_id","annotation_status","packet_order","evidence_id","display_order","candidate_id","formality_score","evidence_grounding_score","answerability_score","fea_total_score","aggregate_rank","packet_skipped","skip_reason","notes","started_at","completed_at","active_seconds","question","options","correct","answer","video_1_user","video_1_source","video_2_user","video_2_source"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","23","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1::candidate_04","2","3","1","6","3","false","","","2026-08-06T19:43:06.512Z","2026-08-07T16:06:52.614Z","2959","I was standing in the living room earlier with the projection screen and table in front of me. I saw someone walking toward the door and eventually going up the stairs. What was that person holding in their hand?","[""A glass with a dark liquid"",""A white plastic bottle"",""A smartphone"",""A small white remote control"",""A red soda can""]","A","A glass with a dark liquid","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11450000.mp4","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11450000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","23","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1::candidate_05","2","3","1","6","4","false","","","2026-08-06T19:43:06.512Z","2026-08-07T16:06:52.614Z","2959","I saw someone walking up the wooden staircase near the end of our time together. What were they holding in their hand while climbing?","[""A clear glass with a dark liquid inside"",""A white smartphone with a black case"",""A white remote control"",""A red plastic water bottle"",""A set of car keys""]","A","A clear glass with a dark liquid inside","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11450000.mp4","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11450000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","23","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1::candidate_02","1","3","1","5","5","false","","","2026-08-06T19:43:06.512Z","2026-08-07T16:06:52.614Z","2959","What was the person holding while walking up the wooden stairs?","[""A clear glass with dark liquid"",""A white ceramic mug"",""A blue plastic water bottle"",""A silver metal thermos"",""A brown paper coffee cup""]","A","A clear glass with dark liquid","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11450000.mp4","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11450000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","23","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1::candidate_01","1","1","2","4","6","false","","","2026-08-06T19:43:06.512Z","2026-08-07T16:06:52.614Z","2959","I was in the living room with the group earlier and then went off to find a drink. When I was carrying that glass of dark liquid up the wooden stairs, what was the color of the walls in the stairwell?","[""White walls"",""Bright blue walls"",""Dark brown walls"",""Mustard yellow walls"",""Light grey walls""]","D","Mustard yellow walls","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11450000.mp4","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11450000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","23","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11450000_A1_A3_0-1::candidate_06","1","3","1","5","2","false","","","2026-08-06T19:43:06.512Z","2026-08-07T16:06:52.614Z","2959","I remember you went up the wooden staircase with a glass in your hand. Where were you when you started walking up those stairs?","[""Standing in the middle of the living room near the table"",""Sitting on the brown sofa in the living room"",""Standing by the glass balcony doors"",""Walking through the kitchen doorway"",""Standing next to the white projector screen""]","B","Sitting on the brown sofa in the living room","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11450000.mp4","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11450000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_03","3","3","2","8","1","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I was standing in the living room with the checkered tablecloth and couldn't see into the kitchen clearly. What kind of fruit did the person with pink hair end up washing at the sink?","[""a bunch of green grapes"",""a cluster of red cherries"",""a pile of yellow lemons"",""some red strawberries"",""a bowl of blueberries""]","A","a bunch of green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_05","3","1","2","6","5","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I was looking at the person with pink hair working at the kitchen sink, but I couldn't see what they were holding. What kind of fruit was the person washing in their hands?","[""A bunch of green grapes"",""A small white bowl"",""Some red apples"",""A clear drinking glass"",""A wooden cutting board""]","A","A bunch of green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_01","2","2","2","6","4","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I was just looking at the table in the living room with the checkered cloth and the Pikachu box, but I couldn't see what was on the kitchen counter near the window. What was the person with pink hair doing there?","[""washing a bunch of green grapes"",""filling a water bottle from the tap"",""drying a wooden cutting board"",""pouring juice into a glass"",""arranging bottles on the sill""]","A","washing a bunch of green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_06","2","1","2","5","6","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I noticed the person with pink hair standing by the sink area. What fruit were they handling?","[""Green grapes"",""Red apples"",""Yellow bananas"",""Blueberries"",""Orange segments""]","A","Green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_04","2","3","2","7","2","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I was looking around the room with the table and whiteboard, but I couldn't see what anyone was doing in the kitchen. What was the person with pink hair washing at the sink?","[""A bunch of green grapes"",""A small white bowl"",""Some red apples"",""A clear drinking glass"",""A wooden cutting board""]","A","A bunch of green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","24","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11463000_A2_A6_0-1::candidate_02","2","2","2","6","3","false","","","2026-08-06T19:43:06.683Z","2026-08-07T16:23:48.132Z","974","I was looking at the table with the checkered cloth and the Pikachu box in the living room, but I couldn't see clearly into the kitchen area. What kind of fruit was the person with pink hair washing at the sink?","[""a bunch of green grapes"",""a cluster of red cherries"",""a pile of yellow lemons"",""some red strawberries"",""a bowl of blueberries""]","A","a bunch of green grapes","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11463000.mp4","Shure","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A6_SHURE/DAY5/DAY5_A6_SHURE_11463000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_06","3","1","1","5","5","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I'm trying to remember exactly what was on the table with the checkered cloth, but I couldn't see the whole thing from my angle. Was there a large bouquet of pink and yellow flowers on it, or was it just a small vase?","[""A large bouquet of pink and yellow flowers"",""A single red rose in a glass vase"",""A potted green plant with no blooms"",""A small white ceramic vase with dried grass"",""A basket of artificial red roses""]","A","A large bouquet of pink and yellow flowers","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_03","3","2","2","7","1","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I was looking at the person standing in the middle of the room near the table with the flowers. From my angle, I could see their white outfit and yellow slippers clearly, but I couldn't see what was on the wall behind them. What was that large white rectangular thing hanging on the wall in the background?","[""A large projection screen"",""A whiteboard with writing"",""A framed photograph"",""A window with blinds"",""A decorative painting""]","A","A large projection screen","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_01","3","1","1","5","3","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I was looking at the person in the white shirt and shorts standing in the room with the flowers. From my view, I could see a large white board behind them, but I couldn't tell if there was anything written on it. Was the whiteboard blank or did it have writing on it?","[""It was completely blank and clean"",""It was covered in black marker writing"",""It had a large map drawn on it"",""It had colorful sticky notes all over it"",""It was covered in red marker writing""]","B","It was covered in black marker writing","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_05","3","2","2","7","2","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I was looking at the person in the white shirt standing near the table, but my view was blocked by the flowers. What large white rectangular screen was hanging on the wall behind them?","[""A projector screen"",""A whiteboard on an easel"",""A framed poster"",""A large mirror"",""A bulletin board""]","A","A projector screen","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_04","3","1","2","6","6","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I was standing near the window looking at the person in the white outfit holding a chair, but I couldn't see the whole room. What was the large white rectangular object hanging on the wall behind that person?","[""A whiteboard on an easel"",""A projector screen"",""A framed poster"",""A large mirror"",""A bulletin board""]","B","A projector screen","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","25","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11470000_A2_A4_0-1::candidate_02","3","1","1","5","3","false","","","2026-08-06T19:43:06.850Z","2026-08-07T16:29:58.787Z","373","I was watching the person in the white shirt and shorts standing by the table with the flowers. From my angle, I could see them clearly, but I couldn't tell what kind of flooring they were standing on. What kind of floor was underneath them?","[""Hardwood floor planks"",""Tiled floor"",""Rug"",""Carpet"",""Concrete floor""]","A","Hardwood floor planks","Alice","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A2_ALICE/DAY5/DAY5_A2_ALICE_11470000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11470000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_01","3","1","1","5","4","false","","","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I saw the person in the purple shirt moving around near the projector screen, but from where I was sitting at the table, I couldn't see what he was actually handling. What equipment was the person in the purple shirt setting up?","[""A small white speaker"",""A black photography softbox light"",""A large tripod camera"",""A white folding chair"",""A portable air conditioner""]","B","A black photography softbox light","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_03","2","1","1","4","5","false","","","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I noticed the person in the purple shirt was handling a large black umbrella-like object near the projector screen. Where exactly did that person place it down afterward?","[""On top of the whiteboard stand"",""On the floor near the doorway"",""On the dining table"",""Leaning against the red refrigerator"",""On the wooden chair""]","B","On the floor near the doorway","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_06","1","3","2","6","6","false","","asker asked about themself
","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I was holding that glass of dark liquid and standing near the red refrigerator, but I didn't get a clear look at who was standing next to it. Which person was standing by the red refrigerator?","[""the person wearing a maroon dress"",""the person wearing a purple shirt"",""the person wearing a white shirt and yellow slippers"",""the person wearing a grey shirt and blue jeans"",""the person wearing a beige shirt sitting at the table""]","D","the person wearing a grey shirt and blue jeans","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_05","2","3","1","6","2","false","","","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I was standing in the room with the red checkered tablecloth and saw the person in the purple shirt holding a large black umbrella-like object near the projector screen. Where did that person place it down afterward?","[""On the dining table"",""Leaning against the red refrigerator"",""On top of the whiteboard stand"",""On the floor near the doorway"",""On the wooden chair""]","D","On the floor near the doorway","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_04","2","3","1","6","2","false","","","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I was standing near the table with the red checkered cloth and saw the person in the purple shirt holding a large black umbrella-like object near the projector screen. Where did that person place it down afterward?","[""On the dining table"",""Leaning against the red refrigerator"",""On top of the whiteboard stand"",""On the floor near the doorway"",""On the wooden chair""]","D","On the floor near the doorway","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","26","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1","6","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11473000_A3_A4_0-1::candidate_02","3","3","1","7","1","false","","","2026-08-06T19:43:07.021Z","2026-08-07T16:59:41.223Z","1785","I saw the person in the purple shirt holding that black photography light, but from where I was sitting at the table, I couldn't see what was on the floor beneath him. What item was on the floor right next to where the person in the purple shirt was standing?","[""A small cardboard box"",""A white folding chair"",""A red beverage can"",""A large white bucket"",""A black trash bag""]","A","A small cardboard box","Tasha","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A3_TASHA/DAY5/DAY5_A3_TASHA_11473000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11473000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","27","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1","1","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1::candidate_01","3","2","1","6","3","false","","","2026-08-06T19:43:07.182Z","2026-08-07T17:15:45.683Z","960","I was walking through the backyard with the gravel floor and wooden deck, but I didn't catch what was sitting on the wooden deck right next to the blue wall. What object was lying there?","[""A black rectangular case"",""A white laundry basket"",""A wooden picture frame"",""A metal grill"",""A cardboard box""]","A","A black rectangular case","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11543000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11543000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","27","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1","2","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1::candidate_06","1","1","2","4","5","false","","","2026-08-06T19:43:07.182Z","2026-08-07T17:15:45.683Z","960","I was exploring the backyard area and saw a grill sitting on the gravel. Did you bring that vase of flowers with pink and yellow blooms into the room with the large projection screen, or did you leave it outside?","[""The flowers were placed on a surface in the room with the large projection screen"",""The flowers were left outside near the grill on the gravel"",""The flowers were brought into the bedroom with the messy bed"",""The flowers were placed on a table in the kitchen"",""The flowers were set down in the hallway near the staircase""]","A","The flowers were placed on a surface in the room with the large projection screen","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11543000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11543000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","27","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1","3","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1::candidate_02","2","2","1","5","4","false","","","2026-08-06T19:43:07.182Z","2026-08-07T17:15:45.683Z","960","I was walking down the wooden deck in the backyard with the blue wall, and I saw something lying on the floor. What was that item?","[""A black rectangular case"",""A cardboard shipping box"",""A folded white towel"",""A pair of shoes"",""A plastic grocery bag""]","A","A black rectangular case","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11543000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11543000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","27","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1","4","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1::candidate_05","3","2","1","6","1","false","","","2026-08-06T19:43:07.182Z","2026-08-07T17:15:45.683Z","960","I was walking through the backyard and noticed a vase of flowers with pink and yellow blooms sitting on a small wooden table or cabinet. Which room did the flowers end up in?","[""A room with a large projection screen and a desk"",""A bedroom with a messy bed and a suitcase"",""A kitchen with a refrigerator and dining table"",""A hallway with a staircase and a mirror"",""A bathroom with a sink and a towel rack""]","A","A room with a large projection screen and a desk","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11543000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11543000.mp4"
"egolife_rlhf_packet_ranking_v4","dbea4d3c4ab21c99f39c","day5_7_full_100","HM","completed","27","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1","5","EGOLIFE2U_RANDOM_PAIR_CLIP_PRUNED_DAY5_11543000_A1_A4_0-1::candidate_03","2","1","1","4","2","false","","","2026-08-06T19:43:07.182Z","2026-08-07T17:15:45.683Z","960","I was carrying that glass vase with the pink and yellow flowers around the house earlier. Where did I eventually leave it?","[""On a small wooden table near a white plastic bag"",""On the dining table under the white umbrella outside"",""On the floor next to the blue wall in the backyard"",""On the kitchen counter near the sink"",""On the bed in the room with the window""]","A","On a small wooden table near a white plastic bag","Jake","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A1_JAKE/DAY5/DAY5_A1_JAKE_11543000.mp4","Lucia","https://huggingface.co/datasets/lmms-lab/EgoLife/resolve/main/A4_LUCIA/DAY5/DAY5_A4_LUCIA_11543000.mp4"
